SeqNum,MAANTH,MGEMLE,MGEMOM,APERSA,AWAPAR,AMOTSC,Resp,rand,RespHoldout,pwapar2,PAANHA2,PPERSA2,MGODRK2,MGODPR2,MRELGE2,MFALLE2,MFWEKI2,MOPLHO2,MSKA2,MSKB12,MSKB22,MSKC2,MHHUUR2,MAUT12,MAUT22,MAUT02,MINKGE2,mostyp_1,mostyp_2,mostyp_3,mostyp_4,mostyp_5,mostyp_7,mostyp_8,mostyp_9,mostyp_10,mostyp_11,mostyp_12,mostyp_13,mostyp_14,mostyp_15,mostyp_16,mostyp_17,mostyp_18,mostyp_19,mostyp_20,mostyp_21,mostyp_22,mostyp_23,mostyp_24,mostyp_25,mostyp_26,mostyp_27,mostyp_28,mostyp_29,mostyp_30,mostyp_31,mostyp_32,mostyp_33,mostyp_34,mostyp_35,mostyp_36,mostyp_37,mostyp_38,mostyp_39,mostyp_40,mostyp_41,MOSHOO_1,MOSHOO_2,MOSHOO_3,MOSHOO_4,MOSHOO_5,MOSHOO_6,MOSHOO_7,MOSHOO_8,MOSHOO_9,MOSHOO_10
1031,3,1,0,0,0,0,0,0.2125576153,,0,0,0,17,5.5,17,82,5.5,56,0,0,17,17,43,69,17,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1032,2,5,2,0,0,0,0,0.0261509777,,0,0,0,0,5.5,43,56,0,0,0,56,17,0,0,0,43,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1033,3,0,2,0,0,0,0,0.41123619,,0,0,0,30,5.5,30,100,0,69,0,0,0,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1034,4,3,3,0,0,0,0,0.2542416268,,0,0,0,30,5.5,43,17,56,17,0,0,17,0,0,17,82,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1035,4,1,0,0,0,0,0,0.0413376275,,0,75,0,5.5,5.5,5.5,94,5.5,94,0,0,17,0,17,94,5.5,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1037,3,2,1,0,0,0,0,0.085046087,,0,0,0,30,5.5,17,56,17,43,17,5.5,5.5,0,17,43,43,5.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1039,4,4,0,0,0,0,0,0.16012715,,0,0,0,56,5.5,43,69,17,30,0,0,43,30,30,56,30,43,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1040,3,0,2,0,0,0,0,0.5283970905,,0,0,0,0,5.5,56,94,43,56,56,0,0,0,0,56,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1041,4,0,0,0,0,0,0,0.6096285515,,0,0,0,0,5.5,69,100,0,56,5.5,0,30,43,30,100,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1042,2,2,1,0,0,0,0,0.4583419759,,0,0,0,30,5.5,43,69,30,30,5.5,0,0,0,5.5,30,30,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1043,4,2,0,0,0,0,0,0.2834286957,,0,0,0,17,5.5,17,69,30,30,5.5,5.5,30,17,5.5,43,30,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1044,2,2,2,0,0,1,0,0.2694606689,,350,0,0,43,5.5,0,82,17,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1047,2,0,1,0,0,0,0,0.0098168035,,0,25,0,30,5.5,5.5,94,0,43,0,0,30,5.5,17,56,5.5,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1048,2,2,0,0,0,0,0,0.5435113202,,0,0,0,30,5.5,0,82,17,56,0,0,0,0,0,43,17,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1049,4,0,0,0,0,0,0,0.5023452833,,0,0,0,30,5.5,0,69,30,43,17,0,17,17,17,56,30,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1050,3,2,4,0,0,0,0,0.1219996592,,0,0,0,5.5,5.5,56,82,30,56,0,5.5,5.5,5.5,5.5,69,17,5.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1051,3,0,1,0,0,0,0,0.0876064198,,0,0,0,17,5.5,17,82,17,56,0,0,43,17,17,82,17,5.5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1052,3,1,0,0,0,0,0,0.6250859986,,0,0,0,30,5.5,56,94,5.5,30,0,0,43,30,30,69,5.5,5.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1055,3,3,2,0,0,0,0,0.1777387723,,0,0,0,30,5.5,30,69,30,17,17,5.5,17,5.5,17,30,30,5.5,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1056,2,4,2,0,0,0,0,0.0289522866,,0,0,0,0,5.5,30,17,100,0,0,0,5.5,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1059,3,4,2,0,0,0,0,0.1080592215,,0,0,0,69,5.5,43,56,0,0,17,0,0,0,0,30,43,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1060,3,0,0,0,1,0,0,0.1596776206,,0,0,0,17,5.5,17,94,5.5,56,17,0,30,0,0,43,5.5,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1061,4,3,0,0,0,0,1,0.6168813624,,0,0,0,43,5.5,82,17,82,5.5,0,0,56,0,0,17,82,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1062,3,4,0,0,0,0,0,0.6773537391,,0,0,0,30,5.5,17,69,30,17,30,5.5,0,5.5,5.5,17,30,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1063,3,2,2,0,0,0,0,0.26568848,,0,0,0,17,5.5,17,69,30,43,17,0,0,0,17,56,30,17,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1066,3,5,0,0,0,0,0,0.1896330436,,0,0,0,17,5.5,30,56,30,17,30,5.5,0,5.5,5.5,17,43,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1067,3,4,0,0,0,0,0,0.2641627813,,0,0,0,5.5,5.5,43,94,30,43,0,0,30,0,5.5,43,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1068,2,1,1,0,0,0,0,0.2170455159,,0,0,0,17,5.5,69,94,5.5,56,0,0,30,5.5,17,56,5.5,5.5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1069,3,3,0,0,0,0,0,0.4905871933,,0,0,0,17,5.5,17,94,17,56,0,0,17,0,17,69,5.5,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1070,4,0,0,0,1,0,0,0.6354459206,,0,0,0,17,5.5,5.5,82,5.5,43,5.5,0,5.5,30,43,69,17,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1072,3,0,2,0,0,0,0,0.1702688053,,0,0,0,17,5.5,43,82,0,30,0,0,17,43,30,82,17,5.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1073,3,3,0,0,0,0,0,0.5500922671,,0,0,0,17,5.5,17,94,17,56,0,0,17,0,17,69,5.5,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1074,3,0,1,0,0,0,0,0.5812540709,,0,0,0,30,5.5,43,82,5.5,43,0,5.5,30,5.5,17,56,17,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1075,3,4,2,0,0,0,1,0.6138098504,,0,0,0,17,5.5,43,43,43,30,5.5,0,5.5,0,17,17,56,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1076,2,2,1,0,0,0,0,0.4976308017,,0,0,0,30,5.5,30,56,30,30,5.5,5.5,5.5,0,5.5,30,43,17,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1078,3,0,2,0,0,0,0,0.0662238859,,0,0,0,56,5.5,43,56,56,43,5.5,0,5.5,0,17,94,43,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1079,3,4,1,0,2,0,0,0.5980261707,,0,0,0,30,5.5,17,56,43,17,5.5,17,17,0,17,17,43,5.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1080,3,0,0,0,0,0,0,0.310773052,,0,0,0,69,5.5,69,30,0,0,0,0,0,0,43,56,69,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1081,4,0,1,0,0,0,0,0.5410966475,,0,0,0,17,5.5,43,82,0,17,17,0,0,56,100,82,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1082,2,2,2,0,0,0,1,0.6454100123,,0,0,0,43,5.5,0,82,17,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1083,3,3,1,0,0,0,0,0.1896522777,,0,0,0,30,5.5,30,56,30,17,17,0,56,0,17,30,43,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1084,3,2,2,0,0,0,0,0.1431092821,,0,0,0,30,5.5,30,56,30,30,17,5.5,17,5.5,5.5,43,43,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1086,2,0,0,0,0,0,0,0.2335502139,,0,0,0,0,5.5,43,100,0,43,0,0,43,0,17,43,0,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1087,2,2,1,0,0,0,0,0.0964931972,,0,0,0,30,17,30,56,17,17,5.5,0,17,0,30,17,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1089,5,0,1,0,0,0,0,0.551023775,,0,0,0,0,5.5,0,82,0,69,0,0,82,30,30,100,17,43,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1090,4,0,0,0,0,0,0,0.3360010084,,0,0,0,0,5.5,17,82,30,56,0,0,0,43,17,100,17,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1091,4,4,0,0,0,0,0,0.1404209072,,0,0,0,56,5.5,43,69,17,30,0,0,43,30,30,56,30,43,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1092,3,2,2,0,0,0,0,0.2398833238,,0,0,0,30,5.5,56,56,30,30,17,0,5.5,17,5.5,43,43,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1093,3,3,0,0,0,0,0,0.2867158615,,0,0,0,56,5.5,0,82,5.5,17,30,0,30,17,43,30,17,17,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1094,5,1,1,0,0,0,0,0.0197816165,,0,0,0,30,5.5,43,56,17,43,5.5,0,69,5.5,30,30,43,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1095,3,3,2,0,0,0,0,0.069915447,,0,0,0,0,5.5,69,56,0,56,0,17,30,0,30,43,43,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1097,4,0,3,0,0,0,0,0.6000412058,,0,0,0,17,5.5,43,100,5.5,43,0,0,30,30,43,69,0,17,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1098,3,3,2,0,0,0,0,0.5158484716,,0,0,0,5.5,17,43,17,30,5.5,0,0,5.5,0,30,5.5,82,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1100,2,5,1,0,0,0,0,0.3730566792,,0,0,0,69,5.5,82,69,30,17,5.5,0,69,5.5,30,17,30,0,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1101,2,1,0,0,0,0,0,0.2748509926,,0,0,0,17,5.5,56,94,5.5,69,5.5,0,69,5.5,56,56,5.5,5.5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1102,3,1,0,0,0,0,0,0.5061922574,,0,0,0,56,5.5,43,94,5.5,17,0,0,56,5.5,43,30,5.5,5.5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1104,3,0,1,0,0,0,0,0.575456986,,0,0,0,5.5,5.5,43,100,17,69,0,0,17,17,56,82,0,5.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1106,4,0,2,0,0,0,0,0.4136263157,,0,0,0,17,5.5,56,82,5.5,17,0,0,30,56,82,94,17,5.5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1110,3,0,2,0,0,0,0,0.4738001644,,0,0,0,0,5.5,43,56,43,43,0,0,0,0,5.5,30,43,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1111,3,2,0,0,0,0,0,0.0384942233,,0,0,0,30,5.5,43,56,30,43,17,0,17,0,17,43,43,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1112,3,0,0,0,0,0,0,0.0825791848,,0,0,0,5.5,5.5,43,82,0,82,0,0,5.5,5.5,69,69,17,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1113,2,0,2,0,0,0,0,0.2927310189,,0,0,0,30,5.5,17,100,0,56,0,0,17,0,56,56,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1114,3,1,1,0,0,0,0,0.1372549083,,0,0,0,17,5.5,30,94,5.5,69,5.5,0,30,5.5,69,69,5.5,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1115,2,3,0,0,0,0,0,0.4900803592,,0,0,0,30,5.5,30,56,30,17,0,0,5.5,0,5.5,17,43,5.5,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1116,3,4,0,0,0,0,0,0.0451253182,,0,0,0,17,17,17,100,0,0,0,0,30,30,30,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1117,2,3,0,0,0,0,0,0.1505572513,,0,0,0,30,5.5,30,56,30,17,0,0,5.5,0,5.5,17,43,5.5,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1118,4,1,2,0,0,0,0,0.5785071098,,0,0,0,43,5.5,30,56,30,30,17,5.5,17,0,5.5,43,43,5.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1119,3,0,2,0,0,0,1,0.4264506644,,0,0,0,56,5.5,30,100,0,43,0,0,0,0,30,56,0,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1121,4,0,0,0,0,0,0,0.5831683886,,0,0,0,43,5.5,0,69,43,30,0,0,0,0,30,30,43,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1122,4,1,1,0,0,0,0,0.4496210234,,0,0,0,43,5.5,56,69,17,43,0,0,43,5.5,56,56,30,5.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1124,3,0,0,0,0,0,0,0.2246561987,,0,0,0,30,5.5,30,56,0,17,30,0,30,30,69,56,43,5.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1127,2,1,0,0,0,0,0,0.0778127616,,0,0,0,17,5.5,17,69,5.5,30,0,0,5.5,5.5,17,30,30,5.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1128,3,1,2,0,0,0,0,0.4611451148,,0,0,0,5.5,5.5,5.5,56,17,56,0,5.5,17,5.5,5.5,56,43,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1129,2,5,2,0,0,0,0,0.5401737865,,0,0,0,0,5.5,43,56,0,0,0,56,17,0,0,0,43,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1130,2,0,4,0,0,0,0,0.4606221008,,0,0,0,43,5.5,17,100,0,56,0,17,0,0,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1131,2,1,3,0,0,0,0,0.2404021464,,0,0,0,17,5.5,30,69,30,43,0,0,0,5.5,30,56,30,5.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1135,2,6,0,0,1,0,0,0.5182608746,,0,0,0,0,5.5,0,0,56,17,30,17,0,0,0,17,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1136,3,2,2,0,0,0,0,0.1357114665,,0,0,0,0,5.5,30,17,17,43,0,17,0,0,17,43,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1137,2,3,1,0,1,1,0,0.0930039771,,350,0,0,30,17,56,56,30,17,17,5.5,5.5,5.5,17,17,43,5.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1138,2,0,1,0,0,0,0,0.4756802509,,0,0,0,30,5.5,5.5,94,0,43,0,0,30,5.5,17,56,5.5,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
